Critic_Score,Platform,Genre,Publisher,Name,Global_Sales
84.0,XOne,Sports,Electronic Arts,FIFA 17,2.65
89.0,PS2,Action,Ubisoft,Tom Clancy's Splinter Cell,2.65
84.0,PS3,Racing,Electronic Arts,Need for Speed: Shift,2.65
71.0,PSP,Shooter,Electronic Arts,Medal of Honor Heroes,2.65
79.0,PS3,Role-Playing,Square Enix,Final Fantasy XIII-2,2.63
78.0,PS2,Racing,Take-Two Interactive,Midnight Club: Street Racing,2.63
80.0,X360,Sports,Electronic Arts,Skate 3,2.63
90.0,PS2,Sports,Sega,ESPN NFL 2K5,2.62
82.0,X360,Strategy,Microsoft Game Studios,Halo Wars,2.62
90.0,X360,Sports,Take-Two Interactive,NBA 2K12,2.62
90.0,X360,Sports,Electronic Arts,FIFA Soccer 10,2.62
74.0,X360,Shooter,Electronic Arts,Medal of Honor,2.61
71.0,PS2,Action,Electronic Arts,Harry Potter and the Chamber of Secrets,2.61
91.0,PS3,Action,Sony Computer Entertainment,God of War Collection,2.6
84.0,PS2,Sports,Electronic Arts,NBA Live 2005,2.59
79.0,Wii,Sports,Nintendo,Mario Strikers Charged,2.58
87.0,PS3,Sports,Electronic Arts,FIFA Soccer 09,2.58
73.0,DS,Simulation,Nintendo,Style Savvy,2.58
80.0,PS2,Fighting,THQ,WWE SmackDown vs. RAW 2007,2.58
80.0,X360,Action,LucasArts,LEGO Star Wars: The Complete Saga,2.57
78.0,PS2,Sports,Electronic Arts,Madden NFL 08,2.57
72.0,PSP,Role-Playing,Capcom,Monster Hunter Freedom 2,2.57
73.0,GC,Platform,Sega,Sonic Adventure 2 Battle,2.56
83.0,PS3,Sports,Electronic Arts,Madden NFL 13,2.56
86.0,X360,Role-Playing,Electronic Arts,Dragon Age: Origins,2.56
73.0,GC,Role-Playing,Nintendo,Pokémon Colosseum,2.54
87.0,PSP,Platform,Sony Computer Entertainment,LittleBigPlanet,2.54
83.0,X360,Sports,Electronic Arts,Madden NFL 09,2.53
80.0,PS2,Racing,Acclaim Entertainment,Crazy Taxi,2.52
75.0,DS,Misc,Nintendo,Art Academy,2.52
87.0,X360,Sports,Take-Two Interactive,NBA 2K14,2.52
78.0,Wii,Action,Activision,Skylanders Giants,2.52
50.0,Wii,Sports,Konami Digital Entertainment,Deca Sports,2.5
82.0,X360,Role-Playing,Activision,Marvel: Ultimate Alliance,2.5
79.0,PS2,Fighting,Midway Games,Mortal Kombat: Deadly Alliance,2.49
25.0,Wii,Misc,Midway Games,Game Party,2.48
92.0,PS4,Action,Sony Computer Entertainment,Bloodborne,2.48
70.0,GC,Misc,Nintendo,Mario Party 4,2.47
85.0,X360,Racing,Disney Interactive Studios,Pure,2.47
92.0,X360,Misc,Electronic Arts,Rock Band,2.47
90.0,PS3,Sports,Take-Two Interactive,NBA 2K13,2.47
82.0,PS3,Action,THQ,Saints Row: The Third,2.47
87.0,PS3,Shooter,Sony Computer Entertainment,Resistance 2,2.46
83.0,PS4,Sports,Take-Two Interactive,NBA 2K15,2.45
83.0,PS,Role-Playing,Other,Final Fantasy Tactics,2.45
82.0,PS3,Racing,Take-Two Interactive,Midnight Club: Los Angeles,2.45
81.0,PS2,Simulation,Electronic Arts,The Sims: Bustin' Out,2.43
83.0,PC,Adventure,Other,Riven: The Sequel to Myst,2.43
79.0,Wii,Action,Warner Bros. Interactive Entertainment,LEGO Harry Potter: Years 1-4,2.43
78.0,XOne,Shooter,Activision,Call of Duty: Infinite Warfare,2.42
84.0,XOne,Sports,Electronic Arts,Madden NFL 16,2.42
82.0,X360,Shooter,Ubisoft,Tom Clancy's Rainbow Six: Vegas 2,2.42
71.0,Wii,Misc,THQ,uDraw Studio,2.42
73.0,PSP,Racing,Electronic Arts,Need for Speed Carbon: Own the City,2.42
66.0,PS2,Fighting,Atari,Dragon Ball Z: Budokai 2,2.41
77.0,PS3,Sports,Konami Digital Entertainment,pro evolution soccer 2011,2.41
82.0,PS2,Racing,Sony Computer Entertainment,ATV Offroad Fury,2.41
62.0,PS2,Racing,Electronic Arts,Need for Speed: ProStreet,2.41
82.0,X360,Shooter,Microsoft Game Studios,Halo: Combat Evolved Anniversary,2.4
73.0,GBA,Adventure,Konami Digital Entertainment,Frogger's Adventures: Temple of the Frog,2.39
91.0,PS2,Misc,Other,Guitar Hero,2.38
83.0,PS3,Sports,Electronic Arts,Madden NFL 11,2.38
71.0,X360,Action,Deep Silver,Dead Island,2.37
96.0,PC,Shooter,Vivendi Games,Half-Life 2,2.37
62.0,PS2,Action,THQ,The Incredibles,2.37
85.0,X360,Sports,Electronic Arts,Madden NFL 08,2.37
83.0,PS2,Sports,Activision,Tony Hawk's Underground 2,2.37
42.0,X360,Sports,505 Games,Zumba Fitness,2.37
85.0,PS3,Sports,Electronic Arts,Madden NFL 10,2.37
81.0,X360,Racing,Take-Two Interactive,Midnight Club: Los Angeles,2.35
73.0,X360,Misc,Microsoft Game Studios,Kinect: Disneyland Adventures,2.35
71.0,PS2,Fighting,THQ,WWE SmackDown vs Raw 2008,2.34
89.0,3DS,Action,Nintendo,The Legend of Zelda: Majora's Mask 3D,2.34
78.0,Wii,Action,LucasArts,LEGO Indiana Jones: The Original Adventures,2.34
84.0,PS2,Action,Capcom,Resident Evil - Code: Veronica X,2.34
86.0,XOne,Sports,Take-Two Interactive,NBA 2K16,2.34
66.0,X360,Sports,Microsoft Game Studios,Kinect Sports: Season Two,2.34
84.0,PS2,Shooter,Electronic Arts,James Bond 007: Everything or Nothing,2.31
86.0,PS,Racing,Electronic Arts,Need For Speed: High Stakes,2.31
90.0,PC,Action,Other,Guild Wars 2,2.31
75.0,3DS,Role-Playing,Nintendo,Paper Mario: Sticker Star,2.3
76.0,PS3,Action,Warner Bros. Interactive Entertainment,Batman: Arkham Origins,2.29
80.0,PS3,Action,LucasArts,LEGO Star Wars: The Complete Saga,2.29
77.0,XB,Racing,Electronic Arts,Need for Speed Underground 2,2.28
78.0,PS3,Sports,Konami Digital Entertainment,Pro Evolution Soccer 2010,2.28
82.0,PS2,Sports,Electronic Arts,FIFA Soccer 09,2.28
72.0,DS,Action,Warner Bros. Interactive Entertainment,LEGO Harry Potter: Years 1-4,2.28
76.0,X360,Simulation,Electronic Arts,The Sims 3,2.28
68.0,DS,Role-Playing,Nintendo,Pokemon Ranger: Shadows of Almia,2.28
71.0,PS3,Action,Deep Silver,Dead Island,2.27
81.0,GBA,Platform,Nintendo,Kirby: Nightmare in Dream Land,2.27
88.0,GBA,Platform,Nintendo,Wario Land 4,2.26
80.0,PS3,Misc,Sega,Sonic's Ultimate Genesis Collection,2.26
76.0,PS4,Action,Ubisoft,Far Cry: Primal,2.26
87.0,XOne,Shooter,Electronic Arts,Battlefield 1,2.25
84.0,PS2,Adventure,Capcom,Onimusha 2: Samurai's Destiny,2.25
87.0,GC,Role-Playing,Nintendo,Paper Mario: The Thousand-Year Door,2.25
79.0,PS3,Sports,Electronic Arts,Madden NFL 12,2.25
80.0,PS3,Action,Sony Computer Entertainment,God of War: Ascension,2.25
83.0,PS3,Misc,Activision,Guitar Hero III: Legends of Rock,2.24
87.0,GBA,Platform,Sega,Sonic Advance,2.24
74.0,Wii,Misc,Sega,Super Monkey Ball: Banana Blitz,2.24
69.0,Wii,Shooter,Activision,Call of Duty 3,2.24
77.0,WiiU,Platform,Nintendo,New Super Luigi U,2.24
74.0,GBA,Platform,Vivendi Games,Spyro: Season of Ice,2.23
79.0,PSP,Fighting,Square Enix,Dissidia: Final Fantasy,2.23
80.0,X360,Sports,Electronic Arts,Madden NFL 25,2.23
91.0,PS3,Shooter,Take-Two Interactive,Borderlands 2,2.23
92.0,PS2,Action,Ubisoft,Prince of Persia: The Sands of Time,2.22
84.0,Wii,Role-Playing,Nintendo,Monster Hunter Tri,2.22
80.0,X360,Action,Warner Bros. Interactive Entertainment,LEGO Marvel Super Heroes,2.22
73.0,PS4,Shooter,Ubisoft,Tom Clancy's Rainbow Six: Siege,2.21
71.0,PS3,Action,LucasArts,Star Wars: The Force Unleashed,2.21
92.0,X360,Misc,Activision,Guitar Hero II,2.2
79.0,XOne,Racing,Microsoft Game Studios,Forza Motorsport 5,2.2
92.0,X360,Misc,Electronic Arts,Rock Band 2,2.2
88.0,X360,Racing,Electronic Arts,Need for Speed: Hot Pursuit,2.2
80.0,DS,Action,Activision,LEGO Indiana Jones: The Original Adventures,2.2
88.0,X360,Shooter,Take-Two Interactive,BioShock 2,2.2
94.0,XB,Role-Playing,Activision,Star Wars: Knights of the Old Republic,2.19
81.0,PS4,Sports,Electronic Arts,Madden NFL 15,2.19
80.0,PS3,Action,Konami Digital Entertainment,Pro Evolution Soccer 2012,2.19
81.0,X360,Action,THQ,Saints Row,2.18
82.0,PS2,Racing,THQ,ATV Offroad Fury 2,2.18
82.0,XOne,Sports,Electronic Arts,FIFA 15,2.18
80.0,XOne,Shooter,Ubisoft,Tom Clancy's The Division,2.16
82.0,X360,Role-Playing,Square Enix,Final Fantasy XIII,2.16
74.0,PC,Simulation,Electronic Arts,The Sims: House Party,2.16
79.0,DS,Puzzle,Warner Bros. Interactive Entertainment,Scribblenauts,2.16
66.0,Wii,Platform,Sega,Sonic Unleashed,2.16
69.0,DS,Role-Playing,Nintendo,Pokemon Ranger,2.15
90.0,PS4,Shooter,Activision,Overwatch,2.14
83.0,PS3,Action,Square Enix,Hitman: Absolution,2.14
64.0,PSP,Shooter,Activision,Call of Duty: Roads to Victory,2.13
77.0,PS2,Simulation,Konami Digital Entertainment,Dance Dance Revolution Extreme,2.13
87.0,GBA,Role-Playing,Other,Final Fantasy Tactics Advance,2.13
62.0,Wii,Sports,Ubisoft,Your Shape featuring Jenny McCarthy,2.12
85.0,XB,Racing,Microsoft Game Studios,Project Gotham Racing,2.12
90.0,PS3,Sports,Take-Two Interactive,NBA 2K12,2.11
89.0,PS2,Racing,Electronic Arts,Need for Speed: Hot Pursuit 2,2.11
78.0,PS2,Action,Tecmo Koei,Dynasty Warriors 4,2.11
84.0,PS3,Sports,Take-Two Interactive,NBA 2K14,2.11
81.0,PS,Role-Playing,Other,Parasite Eve,2.1
84.0,DS,Puzzle,Nintendo,Tetris DS,2.1
73.0,PS4,Shooter,Electronic Arts,Battlefield: Hardline,2.1
86.0,X360,Fighting,Warner Bros. Interactive Entertainment,Mortal Kombat,2.1
83.0,PS3,Shooter,Take-Two Interactive,Borderlands,2.09
84.0,PS2,Action,Capcom,Devil May Cry 3: Dante's Awakening,2.09
89.0,X360,Action,Take-Two Interactive,NBA 2K11,2.09
74.0,PS4,Action,Warner Bros. Interactive Entertainment,Dying Light,2.09
85.0,X360,Action,Capcom,Dead Rising,2.08
90.0,PC,Role-Playing,Activision,World of Warcraft: Cataclysm,2.08
44.0,PS2,Puzzle,THQ,Tetris Worlds,2.08
77.0,DS,Role-Playing,Square Enix,Final Fantasy III,2.08
69.0,GC,Misc,Nintendo,Mario Party 5,2.08
80.0,Wii,Misc,Other,Rock Band,2.08
95.0,X360,Shooter,Other,Portal 2,2.08
64.0,Wii,Sports,Nintendo,Mario Sports Mix,2.08
72.0,PSP,Racing,Electronic Arts,Need for Speed: Most Wanted 5-1-0,2.07
49.0,DS,Simulation,Electronic Arts,The Sims 2: Pets,2.07
73.0,Wii,Simulation,Konami Digital Entertainment,Dance Dance Revolution: Hottest Party,2.07
71.0,PS4,Racing,Sony Computer Entertainment,DriveClub,2.07
83.0,X360,Fighting,THQ,UFC 2009 Undisputed,2.06
89.0,PSP,Action,Konami Digital Entertainment,Metal Gear Solid: Peace Walker,2.06
55.0,GBA,Action,THQ,The Incredibles,2.06
88.0,PS,Racing,Namco Bandai Games,R4: Ridge Racer Type 4,2.06
82.0,PSP,Role-Playing,Square Enix,Kingdom Hearts: Birth by Sleep,2.06
92.0,PS2,Fighting,Namco Bandai Games,SoulCalibur II,2.06
72.0,X360,Racing,Electronic Arts,Need for Speed: ProStreet,2.05
75.0,GC,Misc,Infogrames,Sonic Mega Collection,2.05
59.0,PS3,Racing,Electronic Arts,Need For Speed: Undercover,2.05
72.0,PS2,Shooter,Sony Computer Entertainment,SOCOM: U.S. Navy SEALs: Combined Assault,2.04
82.0,PS2,Action,Ubisoft,Peter Jackson's King Kong: The Official Game of the Movie,2.04
73.0,PS3,Racing,Electronic Arts,Need for Speed: ProStreet,2.04
78.0,GBA,Platform,Nintendo,Donkey Kong Country,2.04
86.0,X360,Misc,Microsoft Game Studios,Dance Central 2,2.04
48.0,DS,Misc,Take-Two Interactive,Carnival Games,2.03
86.0,PS2,Sports,Electronic Arts,NBA Live 2004,2.03
89.0,X360,Shooter,Activision,Call of Duty 2,2.03
73.0,Wii,Misc,Ubisoft,Rayman Raving Rabbids: TV Party,2.03
62.0,DS,Role-Playing,Nintendo,Pokémon Mystery Dungeon: Blue Rescue Team,2.02
89.0,PS3,Role-Playing,Namco Bandai Games,Dark Souls,2.02
70.0,X360,Misc,Ubisoft,Just Dance 3,2.02
81.0,XOne,Shooter,Electronic Arts,Battlefield 4,2.02
92.0,3DS,Role-Playing,Nintendo,Fire Emblem: Awakening,2.01
64.0,PS3,Action,Electronic Arts,Need for Speed: The Run,2.01
89.0,PS4,Role-Playing,Electronic Arts,Dragon Age: Inquisition,2.01
88.0,PS3,Action,Electronic Arts,Dead Space,2.0
76.0,PS3,Fighting,Midway Games,Mortal Kombat vs. DC Universe,2.0
71.0,DS,Puzzle,Midway Games,TouchMaster,2.0
87.0,PS,Action,Activision,Tenchu: Stealth Assassins,1.99
76.0,GBA,Action,Electronic Arts,Harry Potter and the Chamber of Secrets,1.99
75.0,DS,Role-Playing,Square Enix,Kingdom Hearts 358/2 Days,1.98
80.0,PS3,Sports,Electronic Arts,Skate 3,1.98
80.0,PS4,Racing,Electronic Arts,Need for Speed Rivals,1.98
56.0,PS2,Platform,Universal Interactive,Spyro: Enter the Dragonfly,1.97
68.0,PS2,Action,Capcom,Devil May Cry 2,1.97
81.0,PSP,Sports,Sony Computer Entertainment,Hot Shots Golf: Open Tee,1.96
85.0,X360,Racing,Microsoft Game Studios,Forza Horizon,1.96
88.0,X360,Shooter,Ubisoft,Tom Clancy's Rainbow Six: Vegas,1.95
69.0,PS2,Racing,Vivendi Games,Crash Nitro Kart,1.95
67.0,X360,Shooter,Capcom,Resident Evil 6,1.95
93.0,XB,Action,Take-Two Interactive,Grand Theft Auto: San Andreas,1.95
90.0,PS2,Sports,Electronic Arts,NBA Street Vol. 2,1.95
80.0,PS2,Fighting,Electronic Arts,Def Jam Vendetta,1.94
71.0,DS,Platform,Nintendo,Kirby Squeak Squad,1.94
87.0,PS3,Racing,Electronic Arts,Burnout Paradise,1.94
78.0,PS3,Simulation,Electronic Arts,The Sims 3,1.94
87.0,X360,Sports,Electronic Arts,FIFA Soccer 09,1.94
77.0,PS2,Fighting,Atari,Dragon Ball Z: Budokai 3,1.94
83.0,Wii,Shooter,Activision,Call of Duty: World at War,1.94
63.0,PS2,Shooter,Ubisoft,Tom Clancy's Ghost Recon,1.94
93.0,X360,Shooter,Take-Two Interactive,BioShock Infinite,1.93
79.0,PS2,Role-Playing,Activision,X-Men Legends,1.93
72.0,X360,Fighting,Midway Games,Mortal Kombat vs. DC Universe,1.93
86.0,PS4,Shooter,Activision,Destiny: The Taken King,1.93
88.0,PS2,Shooter,THQ,Red Faction,1.92
80.0,PC,Simulation,Electronic Arts,The Sims: Makin' Magic,1.92
57.0,3DS,Misc,Nintendo,Mario Party: Island Tour,1.92
80.0,PS2,Racing,THQ,MX Unleashed,1.92
92.0,PS,Misc,Sony Computer Entertainment,PaRappa The Rapper,1.92
84.0,PS3,Misc,Activision,Guitar Hero: World Tour,1.92
83.0,X360,Racing,Electronic Arts,Need for Speed: Shift,1.91
86.0,PS3,Role-Playing,Activision,Diablo III,1.91
79.0,PS4,Platform,Sony Computer Entertainment,LittleBigPlanet 3,1.91
90.0,GC,Simulation,LucasArts,Star Wars Rogue Leader: Rogue Squadron II,1.9
69.0,Wii,Sports,Nintendo,Mario Super Sluggers,1.89
70.0,Wii,Misc,Electronic Arts,Monopoly,1.89
85.0,PS3,Sports,Electronic Arts,Madden NFL 09,1.88
74.0,X360,Action,Warner Bros. Interactive Entertainment,Batman: Arkham Origins,1.88
29.0,Wii,Misc,Midway Games,Game Party 2,1.88
81.0,PS2,Fighting,Midway Games,Mortal Kombat: Deception,1.88
88.0,PS4,Sports,Take-Two Interactive,NBA 2K17,1.88
49.0,Wii,Misc,Disney Interactive Studios,Toy Story Mania!,1.88
82.0,GC,Adventure,Nintendo,Star Fox Adventures,1.87
76.0,PS3,Sports,Electronic Arts,Madden NFL 25,1.87
78.0,PS2,Action,THQ,Dynasty Warriors 3,1.87
86.0,XB,Sports,Electronic Arts,Madden NFL 06,1.86
71.0,PS2,Platform,Activision,Shrek 2,1.86
74.0,PS,Role-Playing,Sony Computer Entertainment,The Legend of Dragoon,1.86
71.0,Wii,Action,LucasArts,Star Wars: The Force Unleashed,1.86
70.0,PS2,Sports,Electronic Arts,NBA Live 2002,1.86
73.0,PS4,Action,Square Enix,Just Cause 3,1.86
94.0,PS,Role-Playing,Other,Chrono Cross,1.86
84.0,PS2,Platform,Sony Computer Entertainment,Jak 3,1.85
76.0,GBA,Role-Playing,Square Enix,Kingdom Hearts: Chain of Memories,1.85
87.0,PS3,Shooter,Take-Two Interactive,Max Payne 3,1.85
82.0,PS3,Action,Warner Bros. Interactive Entertainment,LEGO Marvel Super Heroes,1.84
80.0,DS,Action,Disney Interactive Studios,Phineas and Ferb,1.84
87.0,PS2,Sports,Electronic Arts,NCAA Football 06,1.84
67.0,Wii,Misc,Ubisoft,Rayman Raving Rabbids 2,1.83
80.0,3DS,Platform,Nintendo,Kirby: Triple Deluxe,1.83
70.0,DS,Platform,Sega,Sonic Classic Collection,1.83
83.0,PS3,Action,Sony Computer Entertainment,inFAMOUS 2,1.82
82.0,PC,Role-Playing,Activision,World of Warcraft: Mists of Pandaria,1.82
72.0,PS2,Misc,Namco Bandai Games,Namco Museum,1.82
85.0,PC,Simulation,Electronic Arts,The Sims: Hot Date,1.82
89.0,PS3,Role-Playing,Namco Bandai Games,Demon's Souls,1.82
96.0,X360,Shooter,Electronic Arts,The Orange Box,1.82
82.0,PS2,Simulation,Konami Digital Entertainment,DDRMAX2: Dance Dance Revolution,1.81
94.0,PS2,Fighting,Sega,Virtua Fighter 4,1.81
68.0,PS4,Action,Take-Two Interactive,Mafia III,1.81
88.0,PS2,Platform,Sony Computer Entertainment,Sly 2: Band of Thieves,1.81
83.0,GBA,Platform,Sega,Sonic Advance 2,1.8
80.0,X360,Sports,Electronic Arts,Madden NFL 07,1.8
89.0,PS3,Action,Take-Two Interactive,NBA 2K11,1.8
87.0,XOne,Racing,Microsoft Game Studios,Forza Motorsport 6,1.8
75.0,PS4,Action,Bethesda Softworks,The Evil Within,1.79
90.0,Wii,Shooter,Nintendo,Metroid Prime 3: Corruption,1.79
85.0,PS2,Racing,Take-Two Interactive,Midnight Club II,1.78
57.0,PS2,Action,Sony Computer Entertainment,The Getaway: Black Monday,1.78
47.0,PS2,Action,Vivendi Games,50 Cent: Bulletproof,1.77
87.0,XB,Fighting,Microsoft Game Studios,Dead or Alive 3,1.77
75.0,DS,Role-Playing,Square Enix,Dragon Quest Monsters: Joker,1.76
76.0,Wii,Action,LucasArts,LEGO Star Wars III: The Clone Wars,1.76
84.0,PS3,Fighting,THQ,UFC 2009 Undisputed,1.76
75.0,PS2,Platform,THQ,The SpongeBob SquarePants Movie,1.76
91.0,GBA,Role-Playing,Nintendo,Golden Sun,1.76
83.0,PS2,Fighting,Electronic Arts,Def Jam: Fight for NY,1.76
71.0,PS2,Action,Take-Two Interactive,State of Emergency,1.76
70.0,PS2,Simulation,Electronic Arts,The Urbz: Sims in the City,1.76
84.0,PS2,Simulation,Activision,Star Wars: Starfighter,1.76
80.0,XB,Shooter,Activision,Star Wars: Battlefront,1.75
82.0,PS4,Sports,Electronic Arts,Madden NFL 17,1.75
83.0,PS3,Action,Square Enix,Just Cause 2,1.75
81.0,PS3,Sports,Electronic Arts,FIFA Soccer 08,1.75
83.0,X360,Shooter,Microsoft Game Studios,Crackdown,1.75
65.0,WiiU,Misc,Nintendo,Wii Party U,1.75
55.0,PS2,Simulation,Konami Digital Entertainment,Dance Dance Revolution X,1.75
83.0,PS2,Role-Playing,Namco Bandai Games,Xenosaga Episode I: Der Wille zur Macht,1.74
55.0,X360,Action,Microsoft Game Studios,Kinect Star Wars,1.74
78.0,PS3,Role-Playing,Capcom,Dragon's Dogma,1.74
63.0,PS4,Shooter,Sony Computer Entertainment,The Order: 1886,1.74
92.0,PS2,Sports,Electronic Arts,SSX Tricky,1.73
54.0,PS4,Platform,Other,Knack,1.73
78.0,DS,Role-Playing,Nintendo,Dragon Quest VI: Realms of Revelation,1.73
78.0,GBA,Platform,Universal Interactive,Crash Bandicoot: The Huge Adventure,1.73
79.0,X360,Action,Square Enix,Hitman: Absolution,1.73
61.0,PS4,Racing,Ubisoft,The Crew,1.72
82.0,XOne,Sports,Take-Two Interactive,NBA 2K15,1.72
91.0,XB,Sports,Electronic Arts,Madden NFL 2005,1.72
80.0,PS2,Role-Playing,Ubisoft,Star Ocean: Till The End of Time,1.72
78.0,PC,Shooter,Activision,Call of Duty: Modern Warfare 3,1.72
88.0,X360,Action,Bethesda Softworks,Dishonored,1.71
89.0,Wii,Misc,Other,The Beatles: Rock Band,1.71
84.0,PS2,Simulation,Other,Ace Combat 5: The Unsung War,1.71
83.0,XB,Racing,Electronic Arts,Need for Speed Underground,1.71
65.0,GBA,Puzzle,THQ,Tetris Worlds,1.71
20.0,DS,Misc,Other,Deal or No Deal,1.7
95.0,PS3,Shooter,Other,Portal 2,1.7
87.0,PS2,Sports,Electronic Arts,NCAA Football 07,1.7
74.0,PC,Simulation,Electronic Arts,The Sims 3: Late Night Expansion Pack,1.7
71.0,PS4,Action,Other,No Man's Sky,1.7
82.0,PS2,Shooter,Sony Computer Entertainment,SOCOM 3: U.S. Navy SEALs,1.69
94.0,PS3,Shooter,Take-Two Interactive,BioShock Infinite,1.69
64.0,GBA,Action,Electronic Arts,Harry Potter and the Sorcerer's Stone,1.69
53.0,GBA,Role-Playing,Infogrames,Dragon Ball Z: The Legacy of Goku,1.69
96.0,GC,Action,Capcom,Resident Evil 4,1.69
63.0,DS,Puzzle,Nintendo,Personal Trainer: Math,1.69
37.0,Wii,Puzzle,Warner Bros. Interactive Entertainment,Game Party 3,1.68
64.0,X360,Racing,Electronic Arts,Need For Speed: Undercover,1.68
78.0,Wii,Platform,Sega,Sonic Colors,1.68
82.0,PS3,Action,THQ,Saints Row 2,1.68
90.0,PC,Strategy,Take-Two Interactive,Sid Meier's Civilization V,1.68
79.0,PC,Simulation,Electronic Arts,The Sims: Superstar,1.68
92.0,GBA,Action,Nintendo,Metroid Fusion,1.68
67.0,Wii,Sports,Namco Bandai Games,We Ski,1.67
73.0,PSP,Shooter,LucasArts,Star Wars Battlefront: Renegade Squadron,1.67
93.0,PS2,Sports,Electronic Arts,SSX 3,1.67
90.0,PS,Sports,Electronic Arts,Madden NFL 2001,1.67
83.0,XB,Shooter,Activision,Star Wars: Battlefront II,1.67
87.0,PS,Sports,Activision,Tony Hawk's Pro Skater 3,1.67
87.0,PS3,Role-Playing,Electronic Arts,Dragon Age: Origins,1.67
84.0,PS2,Racing,Midway Games,Spy Hunter,1.67
94.0,PS2,Sports,Electronic Arts,NCAA Football 2004,1.67
83.0,PS3,Fighting,Electronic Arts,Fight Night Round 3,1.67
86.0,PC,Strategy,Activision,StarCraft II: Heart of the Swarm,1.67
71.0,PS2,Platform,THQ,SpongeBob SquarePants: Battle for Bikini Bottom,1.67
79.0,PS4,Adventure,Other,Until Dawn,1.66
44.0,Wii,Sports,THQ,Big Beach Sports,1.66
93.0,PS2,Sports,Electronic Arts,SSX,1.66
78.0,Wii,Sports,Ubisoft,Shaun White Snowboarding: Road Trip,1.66
83.0,PS2,Sports,Midway Games,NBA Ballers,1.66
81.0,X360,Action,Deep Silver,Saints Row IV,1.66
83.0,PS2,Sports,Electronic Arts,NBA Live 2003,1.66
79.0,X360,Action,Warner Bros. Interactive Entertainment,LEGO Batman 2: DC Super Heroes,1.66
72.0,PS2,Fighting,Atari,Dragon Ball Z: Budokai Tenkaichi,1.66
89.0,PS4,Role-Playing,Namco Bandai Games,Dark Souls III,1.65
77.0,Wii,Platform,Nintendo,Kirby's Return to Dreamland,1.65
71.0,GC,Misc,Nintendo,Mario Party 6,1.65
56.0,Wii,Action,LucasArts,Star Wars The Clone Wars: Lightsaber Duels,1.65
77.0,X360,Racing,Electronic Arts,Need for Speed Carbon,1.65
79.0,PS3,Action,Sony Computer Entertainment,Heavenly Sword,1.65
68.0,Wii,Simulation,Electronic Arts,MySims,1.65
72.0,X360,Shooter,Electronic Arts,Army of Two,1.64
88.0,PS2,Sports,Electronic Arts,Tiger Woods PGA Tour 2003,1.64
83.0,PS2,Action,Ubisoft,Prince of Persia: Warrior Within,1.64
82.0,XOne,Shooter,Ubisoft,Far Cry 4,1.63
92.0,XB,Sports,Sega,ESPN NFL 2K5,1.63
70.0,PS3,Adventure,Sony Computer Entertainment,Beyond: Two Souls,1.63
89.0,GC,Strategy,Nintendo,Pikmin,1.63
89.0,PS2,Sports,Electronic Arts,Tiger Woods PGA Tour 2004,1.63
81.0,PC,Shooter,Activision,Call of Duty: Black Ops,1.63
90.0,PS,Platform,Sony Computer Entertainment,Ape Escape,1.63
88.0,PS2,Sports,Electronic Arts,NCAA Football 2005,1.62
86.0,X360,Shooter,Take-Two Interactive,Max Payne 3,1.62
84.0,X360,Simulation,Microsoft Game Studios,Viva Pinata,1.62
74.0,X360,Simulation,Microsoft Game Studios,Kinectimals,1.62
61.0,GC,Racing,Nintendo,Kirby Air Ride,1.62
83.0,PS4,Action,Warner Bros. Interactive Entertainment,LEGO Marvel Super Heroes,1.62
92.0,PS3,Misc,Electronic Arts,Rock Band,1.62
80.0,DS,Role-Playing,Square Enix,Dragon Quest IV: Chapters of the Chosen,1.62
77.0,PS2,Sports,Electronic Arts,NFL Street 2,1.61
76.0,GC,Sports,Nintendo,Super Mario Strikers,1.61
81.0,X360,Shooter,Bethesda Softworks,Rage,1.6
69.0,DS,Sports,Nintendo,Mario Hoops 3 on 3,1.6
64.0,DS,Action,THQ,SpongeBob's Atlantis SquarePantis,1.6
81.0,X360,Action,Square Enix,Just Cause 2,1.6
86.0,PS,Action,Konami Digital Entertainment,Silent Hill,1.6
72.0,GC,Platform,Sega,Sonic Heroes,1.6
83.0,PS2,Sports,Global Star,ESPN NBA 2K5,1.59
